391,41,59,'0 - 0,81104,Alejandro Hernández
392,41,52,'4 - 0,83972,Ricardo de Burgos
393,41,50,'3 - 0,85073,Alejandro Muñíz
394,41,51,'1 - 0,81525,José Luis Munuera
395,41,54,'3 - 0,73261,Carlos del Cerro
396,41,45,'4 - 0,84817,Juan Martínez
397,41,58,'2 - 0,92605,Pablo González
398,41,48,'1 - 1,88095,Antonio Matéu
399,41,57,'1 - 0,79814,Javier Villanueva
400,41,47,'3 - 0,77987,José Sánchez
401,42,44,'2 - 1,58579,José Sánchez
402,42,56,'4 - 1,54816,Jorge Figueroa
403,42,53,'1 - 1,55410,Guillermo Cuadra
404,42,41,'3 - 1,62876,José Sánchez
405,42,47,'3 - 1,59625,Alejandro Hernández
406,42,60,'1 - 1,58367,Mario Melero
407,42,55,'2 - 1,53190,César Soto
408,42,49,'0 - 0,58129,Mario Melero
409,42,46,'2 - 0,51926,Alberola Rojas
410,49,41,'1 - 4,36201,José Luis Munuera
411,49,43,'1 - 1,35366,César Soto
412,49,48,'2 - 1,31511,Carlos del Cerro
413,49,54,'1 - 0,32689,César Soto
414,49,56,'1 - 0,27085,Miguel Ángel Ortiz Arias
415,49,44,'0 - 2,32435,Javier Villanueva
416,49,46,'1 - 1,32773,José Luis Munuera
417,49,53,'2 - 0,34847,Valentín Pizarro
418,49,45,'3 - 1,38296,Guillermo Cuadra
419,49,52,'0 - 1,32214,Pablo González
420,43,54,'0 - 2,57033,Ricardo de Burgos
421,43,51,'4 - 1,52247,Alejandro Hernández
422,43,42,'1 - 2,66881,José Luis Munuera
423,43,60,'2 - 1,54069,Juan Martínez
424,43,59,'1 - 1,46803,Javier Villanueva
425,43,48,'1 - 1,50007,Juan Pulido
426,43,50,'2 - 0,48119,Guillermo Cuadra
427,43,41,'0 - 1,63493,José Luis Munuera
428,43,52,'3 - 0,53253,Ricardo de Burgos
429,43,57,'1 - 1,56079,Antonio Matéu
430,59,56,'0 - 2,10944,José Sánchez
431,59,46,'2 - 1,12085,Jesús Gil
432,59,50,'2 - 1,11662,Jorge Figueroa
433,59,57,'0 - 0,13076,Mario Melero
434,59,55,'5 - 1,12975,Alejandro Muñíz
435,59,42,'3 - 2,14216,Juan Martínez
436,59,51,'0 - 0,12419,José Luis Munuera
437,59,44,'1 - 2,13119,Isidro Díaz de Mera
438,59,49,'0 - 2,12874,Antonio Matéu
439,59,58,'2 - 0,11783,César Soto
440,54,50,'4 - 0,13915,Miguel Ángel Ortiz Arias
441,54,47,'1 - 1,18292,Alejandro Hernández
442,54,53,'2 - 0,9699,Pablo González
443,54,58,'2 - 1,13816,Ricardo de Burgos
444,54,56,'0 - 2,16603,Alejandro Muñíz
445,54,46,'2 - 1,19247,José Sánchez
446,54,42,'2 - 1,21088,César Soto
447,54,60,'1 - 0,15129,Carlos del Cerro
448,54,59,'0 - 1,14378,Juan Pulido
449,44,50,'3 - 0,50622,Guillermo Cuadra
450,44,53,'1 - 0,52580,Juan Martínez
451,44,54,'1 - 0,53276,Ricardo de Burgos
452,44,60,'2 - 1,52229,Miguel Ángel Ortiz Arias
453,44,58,'3 - 1,46112,Alejandro Muñíz
454,44,43,'1 - 2,50179,Jesús Gil
455,44,47,'1 - 1,54034,José Sánchez
456,44,45,'0 - 0,53565,Alejandro Hernández
457,44,41,'1 - 2,48181,Ricardo de Burgos
458,44,51,'3 - 4,46595,Carlos del Cerro
459,45,56,'0 - 0,39747,Javier Villanueva
460,45,46,'1 - 0,43333,César Soto
461,45,48,'0 - 1,41574,Juan Martínez
462,45,59,'3 - 2,43484,Antonio Matéu Lahoz
463,45,58,'4 - 0,42110,Juan Pulido
464,45,43,'0 - 1,48391,Jorge Figueroa
465,45,54,'1 - 0,46081,Miguel Ángel Ortiz Arias
466,45,52,'3 - 0,40072,Isidro Díaz de Mera
467,45,53,'0 - 0,39216,Mario Melero
468,45,42,'0 - 2,49316,José Sánchez
469,45,55,'4 - 1,42916,Valentín Pizarro
470,53,47,'2 - 1,18536,Carlos del Cerro
